Order_ID,Order_Date,Restaurant_Name,Restaurant_Location,Food_Item,Cuisine,Price,Quantity,Total_Amount,Payment_Method,Customer_ID,Customer_Age,Customer_Gender,Delivery_Time,Customer_Rating,Review_Text
1190,3/13/2025,Vegan Vibes,Chennai,Spring Rolls,Chinese,147,1,147,Cash,17578,49,F,22,2,Highly recommended.
1191,6/15/2025,Vegan Vibes,Bangalore,Hotdog,American,201,3,603,Credit Card,13681,58,F,44,4,Portion size was small.
1192,6/16/2025,Noodle Nest,Jaipur,Fried Rice,Chinese,253,2,506,Wallet,17284,27,M,35,2,Would order again.
1193,2/27/2025,Urban Tadka,Chennai,Manchurian,Chinese,153,1,153,Cash,16152,27,F,46,2,Good taste but slow delivery.
1194,1/28/2025,Burger Barn,Kolkata,Hotdog,American,409,1,409,UPI,11003,24,M,21,1,Would order again.
1195,3/5/2025,Curry Palace,Chennai,Caesar Salad,Continental,114,2,228,Wallet,16475,19,M,28,4,Average experience.
1196,1/16/2025,Vegan Vibes,Jaipur,Pasta Alfredo,Italian,567,4,2268,Wallet,15307,49,F,68,2,Excellent service!
1197,2/25/2025,Taco Town,Chennai,Paneer Butter Masala,Indian,146,4,584,Net Banking,15226,56,F,27,1,Food was cold.
1198,3/15/2025,Curry Palace,Bangalore,Burritos,Mexican,310,3,930,Wallet,11773,26,M,67,2,Excellent service!
1199,4/24/2025,Curry Palace,Jaipur,Nachos,Mexican,123,4,492,UPI,16963,26,M,26,3,Food was cold.
1200,5/1/2025,Curry Palace,Ahmedabad,Lasagna,Italian,548,1,548,Wallet,14335,33,F,53,4,Would order again.
1201,6/9/2025,Burger Barn,Chennai,Hotdog,American,395,4,1580,Cash,14513,54,F,24,2,Quick delivery!
1202,1/16/2025,Urban Tadka,Mumbai,Pizza Margherita,Italian,507,3,1521,Cash,14474,22,M,62,4,Quick delivery!
1203,3/22/2025,Pizza Point,Jaipur,Grilled Chicken,Continental,428,1,428,Cash,13840,36,M,57,3,Highly recommended.
1204,3/1/2025,Curry Palace,Mumbai,Pasta Alfredo,Italian,576,4,2304,Wallet,11967,48,F,35,4,Quick delivery!
1205,4/26/2025,Urban Tadka,Bangalore,Butter Naan,Indian,334,3,1002,Cash,10668,36,F,29,3,Average experience.
1206,5/17/2025,Vegan Vibes,Chennai,Dal Makhani,Indian,492,3,1476,Wallet,16320,35,F,28,5,Good taste but slow delivery.
1207,1/17/2025,Sizzler Station,Kolkata,Burger,American,151,3,453,Cash,17922,30,F,25,3,Portion size was small.
1208,1/6/2025,Taco Town,Ahmedabad,Paneer Butter Masala,Indian,345,4,1380,Net Banking,15929,45,M,57,3,Quick delivery!
1209,1/6/2025,Taco Town,Ahmedabad,Burritos,Mexican,147,2,294,UPI,12155,60,M,43,4,Would order again.
1210,1/11/2025,Noodle Nest,Chennai,Butter Naan,Indian,156,1,156,Cash,14458,37,F,42,4,Highly recommended.
1211,1/27/2025,Biryani House,Bangalore,Paneer Butter Masala,Indian,176,4,704,UPI,10598,58,F,71,2,Good taste but slow delivery.
1212,2/13/2025,Burger Barn,Jaipur,Dal Makhani,Indian,481,3,1443,Cash,15774,33,M,50,2,Good taste but slow delivery.
1213,4/23/2025,Vegan Vibes,Delhi,Fries,American,588,3,1764,Wallet,15367,23,M,20,3,Portion size was small.
1214,6/10/2025,Sizzler Station,Chennai,Tacos,Mexican,491,2,982,Wallet,12915,37,M,42,4,Loved the food.
1215,6/8/2025,Spice Villa,Lucknow,Burger,American,580,4,2320,Wallet,12336,18,M,31,2,Portion size was small.
1216,1/26/2025,Burger Barn,Mumbai,Tandoori Chicken,Indian,175,2,350,Net Banking,17764,41,F,35,2,Portion size was small.
1217,1/28/2025,Spice Villa,Chennai,Pizza Margherita,Italian,189,1,189,Wallet,13206,58,M,67,2,Not satisfied.
1218,1/31/2025,Pizza Point,Hyderabad,Nachos,Mexican,119,2,238,Cash,15679,56,M,49,4,Good taste but slow delivery.
1219,5/6/2025,Burger Barn,Kolkata,Fries,American,241,4,964,Wallet,15396,60,F,65,4,Highly recommended.
1220,1/11/2025,Noodle Nest,Ahmedabad,Burger,American,202,1,202,Wallet,16232,44,M,44,3,Not satisfied.
1221,5/25/2025,Sizzler Station,Lucknow,Steak,Continental,510,3,1530,Cash,14570,44,M,43,4,Highly recommended.
1222,3/9/2025,Curry Palace,Lucknow,Pizza Margherita,Italian,264,3,792,Wallet,12442,32,F,53,1,Loved the food.
1223,1/22/2025,Pizza Point,Kolkata,Pizza Margherita,Italian,260,4,1040,Credit Card,16443,45,M,31,4,Excellent service!
1224,3/12/2025,Urban Tadka,Pune,Burger,American,198,1,198,Cash,11174,39,F,62,2,Average experience.
1225,3/1/2025,Pizza Point,Ahmedabad,Fried Rice,Chinese,310,1,310,Credit Card,17362,34,M,73,4,Good taste but slow delivery.
1226,2/3/2025,Taco Town,Lucknow,Nachos,Mexican,101,3,303,Cash,12526,57,M,45,4,Highly recommended.
1227,5/16/2025,Vegan Vibes,Hyderabad,Burger,American,124,1,124,Net Banking,10223,31,M,65,5,Would order again.
1228,3/24/2025,Biryani House,Kolkata,Lasagna,Italian,367,3,1101,UPI,16197,23,M,64,5,Not satisfied.
1229,6/10/2025,Noodle Nest,Chennai,Manchurian,Chinese,545,1,545,Wallet,16218,28,F,43,4,Food was cold.
1230,5/7/2025,Sizzler Station,Bangalore,Manchurian,Chinese,589,4,2356,UPI,14269,56,F,24,3,Food was cold.
1231,2/12/2025,Burger Barn,Pune,Paneer Butter Masala,Indian,317,1,317,Net Banking,17013,44,M,28,3,Average experience.
1232,2/21/2025,Curry Palace,Bangalore,Pizza Margherita,Italian,422,3,1266,Credit Card,11490,40,F,71,3,Average experience.
1233,3/13/2025,Pizza Point,Mumbai,Grilled Chicken,Continental,569,1,569,Net Banking,15214,24,F,31,4,Food was cold.
1234,1/30/2025,Biryani House,Kolkata,Tacos,Mexican,194,2,388,Cash,10392,28,M,40,2,Highly recommended.
1235,6/18/2025,Burger Barn,Pune,Burritos,Mexican,334,2,668,Net Banking,17570,33,F,42,5,Portion size was small.
1236,4/12/2025,Spice Villa,Bangalore,Burger,American,548,1,548,Credit Card,16028,46,F,58,2,Loved the food.
1237,6/10/2025,Curry Palace,Ahmedabad,Burger,American,265,1,265,UPI,13920,39,F,75,4,Not satisfied.
1238,1/2/2025,Burger Barn,Delhi,Paneer Butter Masala,Indian,562,3,1686,Cash,10890,44,F,70,3,Average experience.
1239,5/25/2025,Burger Barn,Delhi,Hakka Noodles,Chinese,165,2,330,Credit Card,17947,52,F,71,4,Would order again.
1240,2/14/2025,Biryani House,Bangalore,Dal Makhani,Indian,112,3,336,Wallet,11932,32,F,30,4,Would order again.
1241,2/26/2025,Spice Villa,Ahmedabad,Lasagna,Italian,571,3,1713,Cash,10182,22,F,39,2,Loved the food.
1242,5/28/2025,Taco Town,Chennai,Steak,Continental,219,1,219,Net Banking,10862,33,F,72,3,Would order again.
1243,1/8/2025,Burger Barn,Ahmedabad,Pizza Margherita,Italian,218,1,218,Net Banking,16861,41,F,34,3,Excellent service!
1244,6/3/2025,Urban Tadka,Pune,Burritos,Mexican,314,2,628,Wallet,11792,44,M,60,4,Loved the food.
1245,4/28/2025,Vegan Vibes,Pune,Pasta Alfredo,Italian,300,3,900,Credit Card,17586,53,M,55,5,Loved the food.
1246,3/7/2025,Sizzler Station,Ahmedabad,Hakka Noodles,Chinese,157,1,157,Cash,15750,30,M,55,3,Would order again.
1247,4/10/2025,Curry Palace,Kolkata,Pasta Alfredo,Italian,114,4,456,Net Banking,15846,26,F,57,3,Loved the food.
1248,2/20/2025,Pizza Point,Pune,Hotdog,American,279,3,837,Credit Card,17619,33,M,46,3,Quick delivery!
1249,5/7/2025,Urban Tadka,Lucknow,Fries,American,412,2,824,Wallet,14856,56,M,45,5,Not satisfied.
1250,1/19/2025,Taco Town,Pune,Tandoori Chicken,Indian,402,4,1608,Credit Card,15852,51,F,58,4,Excellent service!
1251,1/27/2025,Biryani House,Chennai,Hakka Noodles,Chinese,283,2,566,Net Banking,16230,29,M,21,3,Excellent service!
1252,2/1/2025,Sizzler Station,Kolkata,Chicken Biryani,Indian,490,1,490,Credit Card,16634,51,F,62,2,Quick delivery!
1253,4/12/2025,Burger Barn,Lucknow,Tacos,Mexican,288,4,1152,Net Banking,17730,34,M,23,4,Quick delivery!
1254,2/11/2025,Biryani House,Chennai,Grilled Chicken,Continental,389,1,389,Net Banking,16396,19,M,55,3,Would order again.
1255,6/13/2025,Noodle Nest,Lucknow,Fries,American,400,3,1200,Cash,10171,44,F,51,3,Portion size was small.
1256,6/7/2025,Biryani House,Ahmedabad,Fried Rice,Chinese,319,2,638,Cash,10900,33,M,24,2,Quick delivery!
1257,1/2/2025,Sizzler Station,Jaipur,Burger,American,129,2,258,Net Banking,13326,50,M,40,2,Not satisfied.
1258,3/29/2025,Curry Palace,Kolkata,Paneer Butter Masala,Indian,579,4,2316,Credit Card,17709,58,F,29,2,Quick delivery!
1259,2/24/2025,Urban Tadka,Pune,Manchurian,Chinese,572,2,1144,UPI,14450,32,M,33,2,Quick delivery!
1260,4/18/2025,Biryani House,Kolkata,Manchurian,Chinese,288,1,288,Wallet,14617,43,M,75,4,Not satisfied.
1261,2/25/2025,Vegan Vibes,Mumbai,Paneer Butter Masala,Indian,177,1,177,Net Banking,13957,24,F,53,5,Highly recommended.
1262,3/2/2025,Curry Palace,Pune,Pizza Margherita,Italian,312,3,936,UPI,11285,40,F,50,3,Food was cold.
1263,1/20/2025,Taco Town,Delhi,Steak,Continental,267,1,267,Net Banking,12941,53,M,36,5,Average experience.
1264,2/24/2025,Burger Barn,Kolkata,Grilled Chicken,Continental,245,2,490,Credit Card,12231,22,F,56,3,Food was cold.
1265,2/27/2025,Taco Town,Pune,Spring Rolls,Chinese,297,3,891,UPI,12806,25,F,67,3,Portion size was small.
1266,2/18/2025,Vegan Vibes,Delhi,Hotdog,American,431,4,1724,Net Banking,10480,47,F,47,2,Not satisfied.
1267,1/19/2025,Pizza Point,Ahmedabad,Caesar Salad,Continental,128,1,128,Cash,14616,50,F,72,2,Excellent service!
1268,3/2/2025,Burger Barn,Bangalore,Fried Rice,Chinese,348,3,1044,Cash,10236,25,F,63,4,Portion size was small.
1269,4/27/2025,Pizza Point,Kolkata,Nachos,Mexican,290,2,580,Net Banking,14726,48,F,75,2,Average experience.
1270,2/6/2025,Noodle Nest,Kolkata,Manchurian,Chinese,530,4,2120,Wallet,10271,25,M,61,2,Average experience.
1271,5/9/2025,Taco Town,Mumbai,Fried Rice,Chinese,172,3,516,Credit Card,13119,38,M,55,2,Highly recommended.
1272,1/2/2025,Noodle Nest,Chennai,Pasta Alfredo,Italian,172,4,688,Wallet,10465,60,M,32,3,Loved the food.
1273,5/17/2025,Curry Palace,Lucknow,Spring Rolls,Chinese,423,2,846,Net Banking,17528,40,M,47,3,Loved the food.
1274,6/19/2025,Urban Tadka,Lucknow,Butter Naan,Indian,150,4,600,Net Banking,13536,38,F,70,1,Not satisfied.
1275,5/12/2025,Spice Villa,Hyderabad,Pizza Margherita,Italian,504,3,1512,Credit Card,16989,35,M,57,3,Highly recommended.
1276,5/22/2025,Spice Villa,Lucknow,Steak,Continental,217,2,434,Net Banking,11461,30,F,56,3,Portion size was small.
1277,1/7/2025,Pizza Point,Jaipur,Paneer Butter Masala,Indian,296,4,1184,Net Banking,13550,56,M,71,5,Excellent service!
1278,3/21/2025,Burger Barn,Lucknow,Tacos,Mexican,537,3,1611,Net Banking,16956,20,F,65,5,Average experience.
1279,2/22/2025,Biryani House,Pune,Paneer Butter Masala,Indian,357,1,357,Cash,17166,56,M,32,5,Not satisfied.
1280,1/3/2025,Pizza Point,Lucknow,Lasagna,Italian,286,1,286,Net Banking,13901,39,M,56,5,Average experience.
1281,6/16/2025,Biryani House,Pune,Pizza Margherita,Italian,297,1,297,Credit Card,12069,54,M,20,4,Average experience.
1282,1/31/2025,Curry Palace,Delhi,Burritos,Mexican,135,2,270,Net Banking,17019,57,M,38,3,Quick delivery!
1283,6/21/2025,Burger Barn,Mumbai,Pasta Alfredo,Italian,338,3,1014,Net Banking,12589,29,M,73,5,Excellent service!
1284,4/25/2025,Burger Barn,Lucknow,Caesar Salad,Continental,379,1,379,Credit Card,10945,44,M,56,4,Portion size was small.
1285,6/4/2025,Vegan Vibes,Kolkata,Caesar Salad,Continental,201,1,201,UPI,11833,59,M,71,3,Would order again.
1286,2/8/2025,Taco Town,Delhi,Nachos,Mexican,210,4,840,Cash,14001,26,F,55,1,Highly recommended.
1287,2/2/2025,Curry Palace,Lucknow,Caesar Salad,Continental,410,4,1640,Net Banking,14327,21,F,34,2,Quick delivery!
1288,4/11/2025,Vegan Vibes,Delhi,Fries,American,119,3,357,Credit Card,17349,60,M,32,3,Would order again.
1289,2/21/2025,Biryani House,Bangalore,Fried Rice,Chinese,248,2,496,Cash,15956,39,F,30,3,Portion size was small.
1290,5/8/2025,Biryani House,Mumbai,Pasta Alfredo,Italian,153,2,306,Credit Card,13625,40,F,64,3,Loved the food.
1291,6/24/2025,Pizza Point,Jaipur,Dal Makhani,Indian,503,1,503,Cash,10748,22,F,32,3,Highly recommended.
1292,3/28/2025,Noodle Nest,Lucknow,Pizza Margherita,Italian,247,3,741,UPI,13002,53,F,54,3,Not satisfied.
1293,2/24/2025,Sizzler Station,Mumbai,Burger,American,413,1,413,UPI,14353,50,M,58,4,Average experience.
1294,5/26/2025,Taco Town,Ahmedabad,Tacos,Mexican,130,2,260,UPI,13802,27,F,22,3,Good taste but slow delivery.
1295,2/10/2025,Sizzler Station,Delhi,Fries,American,454,4,1816,Credit Card,11272,23,M,36,2,Excellent service!
1296,1/10/2025,Burger Barn,Pune,Chicken Biryani,Indian,231,2,462,Cash,14500,39,F,21,5,Average experience.
1297,5/20/2025,Noodle Nest,Pune,Dal Makhani,Indian,183,2,366,Net Banking,10649,25,F,69,4,Would order again.
1298,5/27/2025,Sizzler Station,Ahmedabad,Pasta Alfredo,Italian,328,1,328,Cash,13729,46,F,69,3,Excellent service!
1299,5/21/2025,Pizza Point,Mumbai,Fried Rice,Chinese,115,4,460,UPI,11129,43,M,36,3,Portion size was small.
1300,2/5/2025,Urban Tadka,Chennai,Hotdog,American,187,1,187,Cash,16448,20,M,40,4,Portion size was small.
1301,5/16/2025,Pizza Point,Pune,Fries,American,525,2,1050,Cash,11005,18,M,71,3,Would order again.
1302,1/11/2025,Vegan Vibes,Ahmedabad,Manchurian,Chinese,174,3,522,Cash,14930,49,M,75,3,Not satisfied.
1303,3/28/2025,Burger Barn,Hyderabad,Pasta Alfredo,Italian,584,4,2336,Net Banking,13985,35,M,57,3,Highly recommended.
1304,1/6/2025,Biryani House,Bangalore,Fries,American,360,2,720,UPI,12365,51,F,21,1,Quick delivery!
1305,1/1/2025,Sizzler Station,Pune,Nachos,Mexican,170,4,680,Net Banking,10431,26,F,38,4,Portion size was small.
1306,2/10/2025,Spice Villa,Mumbai,Dal Makhani,Indian,108,2,216,Wallet,17583,56,M,51,4,Loved the food.
1307,6/23/2025,Burger Barn,Pune,Caesar Salad,Continental,215,2,430,UPI,17148,49,F,63,2,Food was cold.
1308,2/14/2025,Sizzler Station,Jaipur,Pizza Margherita,Italian,431,2,862,Cash,11142,24,M,56,4,Loved the food.
1309,2/5/2025,Pizza Point,Lucknow,Fried Rice,Chinese,104,2,208,UPI,10880,30,F,24,4,Not satisfied.
1310,4/14/2025,Taco Town,Ahmedabad,Steak,Continental,159,2,318,UPI,14191,31,M,46,4,Portion size was small.
1311,3/18/2025,Vegan Vibes,Chennai,Caesar Salad,Continental,102,1,102,Cash,15913,22,M,63,1,Portion size was small.
1312,1/22/2025,Vegan Vibes,Pune,Steak,Continental,103,1,103,Wallet,11051,19,M,49,4,Quick delivery!
1313,3/23/2025,Urban Tadka,Jaipur,Pizza Margherita,Italian,445,3,1335,Credit Card,11743,32,F,58,5,Loved the food.
1314,3/2/2025,Pizza Point,Jaipur,Fries,American,386,2,772,Net Banking,12554,49,F,48,3,Average experience.
1315,5/27/2025,Biryani House,Pune,Tacos,Mexican,518,2,1036,UPI,13766,35,M,45,4,Highly recommended.
1316,2/19/2025,Taco Town,Kolkata,Hakka Noodles,Chinese,210,2,420,Credit Card,10393,22,M,42,3,Quick delivery!
1317,2/7/2025,Taco Town,Ahmedabad,Dal Makhani,Indian,442,1,442,Wallet,12117,36,M,54,3,Loved the food.
1318,2/6/2025,Noodle Nest,Pune,Hotdog,American,307,4,1228,Cash,13856,44,F,61,5,Quick delivery!
1319,1/31/2025,Pizza Point,Delhi,Steak,Continental,209,4,836,Credit Card,10584,52,F,64,1,Good taste but slow delivery.
1320,1/3/2025,Pizza Point,Jaipur,Hakka Noodles,Chinese,299,4,1196,Wallet,12955,26,M,20,2,Highly recommended.
1321,1/13/2025,Burger Barn,Mumbai,Pasta Alfredo,Italian,332,4,1328,Cash,17376,34,F,31,5,Food was cold.
1322,6/19/2025,Taco Town,Bangalore,Caesar Salad,Continental,376,4,1504,Cash,13299,46,M,21,4,Would order again.
1323,1/14/2025,Noodle Nest,Delhi,Dal Makhani,Indian,316,1,316,UPI,15015,44,M,44,4,Food was cold.
1324,2/12/2025,Vegan Vibes,Jaipur,Tacos,Mexican,317,1,317,Net Banking,16413,27,M,39,4,Excellent service!
1325,2/6/2025,Noodle Nest,Mumbai,Burger,American,237,1,237,Net Banking,16811,54,F,32,4,Average experience.
1326,1/19/2025,Spice Villa,Kolkata,Pasta Alfredo,Italian,596,2,1192,Net Banking,15642,59,M,28,3,Highly recommended.
1327,3/16/2025,Pizza Point,Bangalore,Pasta Alfredo,Italian,182,2,364,Credit Card,11093,42,M,74,2,Portion size was small.
1328,3/28/2025,Burger Barn,Delhi,Burger,American,274,3,822,Net Banking,14422,31,M,74,2,Portion size was small.
1329,6/26/2025,Noodle Nest,Jaipur,Pasta Alfredo,Italian,318,4,1272,Net Banking,12773,45,M,27,3,Food was cold.
1330,4/17/2025,Burger Barn,Lucknow,Pizza Margherita,Italian,173,3,519,Wallet,13591,50,M,42,2,Quick delivery!
1331,6/27/2025,Sizzler Station,Chennai,Burger,American,218,4,872,Credit Card,11477,44,M,44,3,Portion size was small.
1332,1/24/2025,Biryani House,Delhi,Pasta Alfredo,Italian,225,3,675,UPI,11579,30,F,37,5,Not satisfied.
1333,4/25/2025,Noodle Nest,Kolkata,Nachos,Mexican,268,3,804,Net Banking,11681,36,M,72,4,Highly recommended.
1334,5/9/2025,Urban Tadka,Ahmedabad,Pizza Margherita,Italian,141,3,423,UPI,15025,59,M,41,3,Excellent service!
1335,3/5/2025,Burger Barn,Kolkata,Caesar Salad,Continental,144,4,576,Net Banking,16380,41,M,73,3,Would order again.
1336,3/19/2025,Vegan Vibes,Mumbai,Hotdog,American,119,4,476,Net Banking,15740,29,M,33,2,Would order again.
1337,2/12/2025,Taco Town,Hyderabad,Hotdog,American,557,3,1671,Credit Card,12545,48,F,63,3,Good taste but slow delivery.
1338,4/11/2025,Noodle Nest,Ahmedabad,Burritos,Mexican,497,2,994,Credit Card,12119,29,F,31,3,Food was cold.
1339,3/13/2025,Urban Tadka,Delhi,Lasagna,Italian,529,2,1058,Cash,16125,48,M,68,2,Excellent service!
1340,2/15/2025,Pizza Point,Chennai,Burritos,Mexican,257,3,771,Credit Card,10185,54,M,43,5,Would order again.
1341,1/1/2025,Vegan Vibes,Jaipur,Dal Makhani,Indian,501,3,1503,Net Banking,16940,56,F,35,5,Excellent service!
1342,1/16/2025,Urban Tadka,Kolkata,Spring Rolls,Chinese,128,3,384,Wallet,11995,49,F,46,4,Excellent service!
1343,3/8/2025,Vegan Vibes,Kolkata,Pizza Margherita,Italian,580,1,580,UPI,14183,19,F,45,5,Good taste but slow delivery.
1344,6/26/2025,Sizzler Station,Lucknow,Paneer Butter Masala,Indian,200,4,800,Net Banking,11196,41,F,51,3,Average experience.
1345,6/18/2025,Biryani House,Chennai,Fried Rice,Chinese,321,2,642,Credit Card,14842,46,F,65,5,Loved the food.
1346,4/27/2025,Spice Villa,Hyderabad,Burger,American,145,3,435,Net Banking,12482,57,F,46,2,Good taste but slow delivery.
1347,5/10/2025,Sizzler Station,Delhi,Steak,Continental,406,2,812,Credit Card,11371,32,F,28,3,Food was cold.
1348,4/17/2025,Biryani House,Bangalore,Caesar Salad,Continental,291,3,873,Cash,17539,20,M,53,3,Loved the food.
1349,6/3/2025,Taco Town,Hyderabad,Fried Rice,Chinese,343,2,686,Credit Card,11119,42,M,21,3,Portion size was small.
1350,1/24/2025,Biryani House,Kolkata,Dal Makhani,Indian,385,1,385,Credit Card,13858,49,M,36,5,Would order again.
1351,5/22/2025,Pizza Point,Jaipur,Dal Makhani,Indian,230,4,920,Wallet,13979,39,F,70,3,Loved the food.
1352,2/22/2025,Vegan Vibes,Mumbai,Hakka Noodles,Chinese,496,1,496,Net Banking,15184,33,M,68,4,Quick delivery!
1353,3/6/2025,Vegan Vibes,Jaipur,Hotdog,American,493,4,1972,Wallet,13462,23,F,31,2,Highly recommended.
1354,4/4/2025,Burger Barn,Mumbai,Caesar Salad,Continental,119,3,357,Credit Card,13243,52,F,60,3,Good taste but slow delivery.
1355,2/17/2025,Taco Town,Ahmedabad,Steak,Continental,246,4,984,Net Banking,14461,42,M,20,4,Food was cold.
1356,5/14/2025,Pizza Point,Pune,Grilled Chicken,Continental,107,1,107,Cash,12665,51,M,71,2,Loved the food.
1357,3/28/2025,Sizzler Station,Bangalore,Burritos,Mexican,424,4,1696,Net Banking,16545,44,F,56,3,Would order again.
1358,2/27/2025,Biryani House,Ahmedabad,Burger,American,207,4,828,Net Banking,17867,34,M,37,1,Highly recommended.
1359,4/5/2025,Spice Villa,Bangalore,Fries,American,377,3,1131,Cash,12376,26,F,33,3,Average experience.
1360,5/19/2025,Noodle Nest,Delhi,Fried Rice,Chinese,326,3,978,Cash,12885,21,M,48,5,Would order again.
1361,6/18/2025,Spice Villa,Pune,Burger,American,148,2,296,Net Banking,15472,51,F,41,2,Quick delivery!
1362,6/8/2025,Spice Villa,Lucknow,Lasagna,Italian,436,2,872,Cash,13962,35,M,51,1,Average experience.
1363,4/23/2025,Taco Town,Lucknow,Lasagna,Italian,508,4,2032,UPI,10366,45,M,58,5,Quick delivery!
1364,5/31/2025,Biryani House,Mumbai,Burger,American,407,1,407,Credit Card,15930,24,F,64,3,Food was cold.
1365,2/25/2025,Burger Barn,Jaipur,Nachos,Mexican,377,4,1508,Credit Card,12097,47,F,58,2,Loved the food.
1366,5/26/2025,Pizza Point,Mumbai,Burger,American,210,1,210,UPI,10211,48,M,63,5,Quick delivery!
1367,5/25/2025,Spice Villa,Jaipur,Lasagna,Italian,533,2,1066,Wallet,15829,40,F,56,5,Loved the food.
1368,3/8/2025,Burger Barn,Bangalore,Grilled Chicken,Continental,533,2,1066,UPI,15704,51,F,72,3,Not satisfied.
1369,6/13/2025,Biryani House,Chennai,Hakka Noodles,Chinese,291,1,291,Cash,11392,18,F,21,4,Portion size was small.
1370,6/21/2025,Spice Villa,Kolkata,Caesar Salad,Continental,237,4,948,Wallet,14611,47,M,23,4,Food was cold.
1371,3/12/2025,Urban Tadka,Delhi,Hotdog,American,194,4,776,UPI,17543,47,F,52,1,Portion size was small.
1372,5/2/2025,Pizza Point,Bangalore,Grilled Chicken,Continental,116,3,348,Wallet,13788,27,M,41,2,Good taste but slow delivery.
1373,5/30/2025,Sizzler Station,Chennai,Tacos,Mexican,453,4,1812,Cash,12349,31,M,63,3,Good taste but slow delivery.
1374,3/28/2025,Noodle Nest,Jaipur,Tacos,Mexican,351,4,1404,Cash,13813,48,F,41,4,Average experience.
1375,6/30/2025,Vegan Vibes,Pune,Steak,Continental,186,4,744,Net Banking,10565,23,M,67,4,Not satisfied.
1376,4/2/2025,Urban Tadka,Mumbai,Grilled Chicken,Continental,362,3,1086,Credit Card,11733,23,M,65,4,Quick delivery!
1377,5/19/2025,Vegan Vibes,Lucknow,Hakka Noodles,Chinese,120,4,480,Net Banking,13566,37,F,65,2,Good taste but slow delivery.
1378,2/18/2025,Sizzler Station,Mumbai,Paneer Butter Masala,Indian,422,1,422,Net Banking,14871,43,F,53,4,Good taste but slow delivery.
1379,2/9/2025,Curry Palace,Kolkata,Hotdog,American,241,4,964,Net Banking,15727,23,M,70,2,Not satisfied.
1380,1/20/2025,Urban Tadka,Hyderabad,Hakka Noodles,Chinese,300,4,1200,Credit Card,14286,31,M,55,3,Good taste but slow delivery.
1381,4/27/2025,Urban Tadka,Hyderabad,Fries,American,340,2,680,Cash,12932,47,M,28,1,Average experience.
1382,6/23/2025,Taco Town,Ahmedabad,Tacos,Mexican,508,4,2032,Net Banking,15480,37,M,20,2,Quick delivery!
1383,3/8/2025,Sizzler Station,Ahmedabad,Grilled Chicken,Continental,211,4,844,Wallet,15188,59,F,22,3,Highly recommended.
1384,2/24/2025,Urban Tadka,Chennai,Paneer Butter Masala,Indian,365,3,1095,Wallet,13073,30,M,69,4,Quick delivery!
1385,5/19/2025,Sizzler Station,Hyderabad,Tandoori Chicken,Indian,337,1,337,Net Banking,15636,58,M,35,5,Highly recommended.
1386,1/23/2025,Taco Town,Bangalore,Burritos,Mexican,545,2,1090,Cash,10497,20,F,32,4,Quick delivery!
1387,3/16/2025,Taco Town,Delhi,Burger,American,541,1,541,Net Banking,15041,18,M,25,2,Would order again.
1388,4/22/2025,Urban Tadka,Bangalore,Nachos,Mexican,102,4,408,UPI,10661,60,M,28,1,Quick delivery!
1389,3/8/2025,Curry Palace,Jaipur,Steak,Continental,409,3,1227,Net Banking,17092,36,M,23,3,Loved the food.
1390,5/31/2025,Sizzler Station,Kolkata,Fries,American,433,2,866,Cash,13043,52,F,26,1,Average experience.
1391,1/9/2025,Biryani House,Bangalore,Caesar Salad,Continental,219,2,438,Cash,15490,27,F,54,1,Excellent service!
1392,3/27/2025,Biryani House,Mumbai,Lasagna,Italian,293,1,293,Wallet,12747,39,M,54,3,Excellent service!
1393,1/22/2025,Pizza Point,Bangalore,Nachos,Mexican,271,2,542,UPI,10984,23,F,54,1,Good taste but slow delivery.
1394,5/26/2025,Sizzler Station,Lucknow,Chicken Biryani,Indian,147,4,588,UPI,11511,38,F,73,2,Good taste but slow delivery.
1395,5/7/2025,Noodle Nest,Delhi,Tandoori Chicken,Indian,233,4,932,Credit Card,15180,53,M,55,4,Portion size was small.
1396,4/27/2025,Urban Tadka,Hyderabad,Nachos,Mexican,424,3,1272,Cash,13182,40,M,49,3,Would order again.
1397,1/7/2025,Vegan Vibes,Chennai,Nachos,Mexican,593,2,1186,Credit Card,12588,36,M,45,1,Not satisfied.
1398,5/7/2025,Sizzler Station,Jaipur,Dal Makhani,Indian,355,4,1420,Cash,12861,22,M,21,1,Food was cold.
1399,6/17/2025,Biryani House,Pune,Tacos,Mexican,457,3,1371,Net Banking,11274,45,M,24,4,Food was cold.
1400,2/8/2025,Vegan Vibes,Lucknow,Manchurian,Chinese,562,3,1686,UPI,11881,42,M,63,2,Average experience.
1401,4/22/2025,Vegan Vibes,Delhi,Burritos,Mexican,212,3,636,Cash,16757,33,M,21,4,Food was cold.
1402,3/18/2025,Noodle Nest,Hyderabad,Nachos,Mexican,484,4,1936,Wallet,12794,45,F,72,3,Quick delivery!
1403,5/21/2025,Vegan Vibes,Bangalore,Grilled Chicken,Continental,490,2,980,Credit Card,11436,55,F,65,3,Portion size was small.
1404,3/22/2025,Vegan Vibes,Bangalore,Butter Naan,Indian,218,1,218,Wallet,10927,23,F,33,2,Would order again.
1405,3/14/2025,Pizza Point,Delhi,Nachos,Mexican,171,3,513,Net Banking,14054,48,F,45,2,Would order again.
1406,4/19/2025,Noodle Nest,Delhi,Lasagna,Italian,535,2,1070,Wallet,15675,28,M,25,4,Highly recommended.
